boro_ct,tree_count,percent_oncurb,percent_goodhealth,percent_fairhealth,percent_poorhealth,num_species,percent_damaged,borocode,EP_POV,EP_UNEMP,EP_PCI,EP_NOHSDP,EP_AGE65,EP_AGE17,EP_SNGPNT
3058000,212,100.0,77.83018867924528,17.452830188679247,4.716981132075472,35,28.30188679245283,3,17.5,3.5,19263.0,23.7,15.8,22.5,8.7
3058200,200,87.5,83.5,9.0,7.5,35,36.5,3,24.7,12.6,18354.0,26.0,12.7,30.2,6.5
3058400,131,100.0,74.80916030534351,19.84732824427481,5.343511450381679,29,31.297709923664122,3,15.2,4.5,31794.0,13.4,16.4,17.9,3.2
3058600,157,100.0,86.62420382165605,9.554140127388536,3.821656050955414,32,57.961783439490446,3,17.2,5.3,20740.0,38.2,13.1,23.5,10.4
3058800,152,100.0,68.42105263157895,30.263157894736842,1.3157894736842106,32,24.342105263157894,3,15.2,9.0,33836.0,16.6,18.1,19.1,7.0
3058900,241,100.0,74.68879668049793,20.33195020746888,4.979253112033195,35,24.896265560165975,3,7.4,5.3,39567.0,5.5,8.7,14.6,6.2
3059000,166,95.18072289156626,81.92771084337349,15.060240963855422,3.0120481927710845,29,33.13253012048193,3,16.1,6.3,27246.0,19.6,10.8,19.5,3.2
3059100,305,100.0,78.36065573770492,17.704918032786885,3.9344262295081966,33,45.24590163934426,3,10.0,5.4,45152.0,9.6,10.4,8.3,1.3
3059200,257,100.0,86.38132295719845,12.45136186770428,1.1673151750972763,28,52.91828793774319,3,8.8,7.1,29122.0,22.1,21.8,18.0,3.3
3059300,253,99.2094861660079,84.9802371541502,13.438735177865613,1.5810276679841897,43,28.458498023715414,3,12.1,10.1,33080.0,9.5,9.0,12.2,3.9
3059401,462,93.93939393939394,80.08658008658008,16.883116883116884,3.0303030303030303,37,36.14718614718615,3,19.4,11.6,25982.0,19.5,15.5,18.5,7.5
3059402,422,96.44549763033176,87.91469194312796,8.293838862559241,3.7914691943127963,32,43.127962085308056,3,6.2,9.0,35319.0,9.8,24.1,13.5,6.4
3059600,165,99.39393939393939,61.81818181818182,30.90909090909091,7.2727272727272725,24,30.90909090909091,3,12.4,5.8,32456.0,5.6,29.8,14.2,7.7
3060800,357,95.7983193277311,54.34173669467787,37.254901960784316,8.403361344537815,37,22.128851540616246,3,17.4,8.6,32885.0,5.8,15.1,18.1,5.6
3061002,63,88.88888888888889,69.84126984126983,23.80952380952381,6.349206349206349,19,20.634920634920636,3,8.7,1.9,51951.0,4.8,24.7,19.0,5.7
3061004,181,100.0,67.40331491712708,22.65193370165746,9.94475138121547,24,20.441988950276244,3,31.1,7.0,22068.0,8.5,27.8,13.5,4.0
3062000,427,94.14519906323186,72.59953161592506,21.779859484777518,5.620608899297424,46,27.868852459016395,3,6.8,7.7,56372.0,5.2,25.4,23.2,3.0
3062200,192,98.4375,65.10416666666667,23.4375,11.458333333333334,28,23.958333333333332,3,11.7,7.5,39803.0,11.5,28.6,13.8,6.0
3062600,227,100.0,72.2466960352423,21.145374449339208,6.607929515418502,27,46.69603524229075,3,27.7,15.7,21075.0,15.0,17.4,26.8,12.6
3062800,141,97.87234042553192,63.829787234042556,31.20567375886525,4.964539007092198,29,24.822695035460992,3,7.7,13.3,34333.0,7.0,15.3,19.7,7.8
3063200,132,100.0,78.78787878787878,18.181818181818183,3.0303030303030303,20,53.78787878787879,3,7.8,11.5,33470.0,13.6,22.1,17.6,7.5
3063600,191,100.0,90.05235602094241,9.424083769633508,0.5235602094240838,36,39.79057591623037,3,1.7,10.9,35091.0,5.8,16.9,21.2,3.0
3063800,189,100.0,78.83597883597884,16.93121693121693,4.232804232804233,38,56.08465608465608,3,2.7,5.2,40430.0,10.4,22.3,19.2,2.4
3064000,238,100.0,85.71428571428571,11.764705882352942,2.5210084033613445,36,21.008403361344538,3,4.0,2.3,40056.0,8.9,13.2,28.4,5.0
3064200,370,97.29729729729729,81.08108108108108,15.675675675675675,3.2432432432432434,46,27.56756756756757,3,12.4,4.9,34008.0,12.8,17.0,25.7,4.0
3064400,309,97.0873786407767,87.70226537216828,9.385113268608414,2.912621359223301,46,32.362459546925564,3,13.2,1.6,31794.0,10.5,8.9,32.3,5.2
3064600,185,99.45945945945945,89.72972972972973,8.108108108108109,2.1621621621621623,34,31.35135135135135,3,6.3,6.6,32889.0,7.2,10.0,31.7,0.8
3064800,204,99.01960784313725,88.23529411764706,10.294117647058824,1.4705882352941178,37,37.745098039215684,3,2.7,3.5,27791.0,8.5,12.6,28.3,7.2
3065000,175,93.71428571428571,84.0,10.285714285714286,5.714285714285714,27,28.571428571428573,3,22.3,12.1,28018.0,18.0,19.3,17.5,10.1
3065200,244,98.77049180327869,93.85245901639344,4.508196721311475,1.639344262295082,32,36.885245901639344,3,2.2,2.4,43372.0,4.0,20.3,20.0,5.2
3065400,223,100.0,96.41255605381166,3.1390134529147984,0.4484304932735426,42,48.4304932735426,3,5.4,3.4,44880.0,5.6,16.0,23.1,2.5
3065600,220,100.0,90.45454545454545,8.181818181818182,1.3636363636363635,39,58.18181818181818,3,6.8,5.2,31767.0,10.4,14.8,22.1,8.0
3065800,190,100.0,85.78947368421052,13.157894736842104,1.0526315789473684,24,48.421052631578945,3,2.2,6.1,38901.0,4.6,18.4,18.9,3.4
3066200,238,88.23529411764706,80.67226890756302,13.445378151260504,5.882352941176471,33,40.33613445378151,3,5.2,10.6,31853.0,4.8,15.8,21.3,3.1
3067000,293,94.53924914675768,91.46757679180887,7.508532423208191,1.023890784982935,29,32.081911262798634,3,8.4,11.3,31769.0,17.4,14.0,22.8,6.6
3067400,168,93.45238095238095,80.35714285714286,16.666666666666668,2.9761904761904763,38,46.42857142857143,3,9.3,5.5,27314.0,12.9,11.9,21.1,10.5
3067600,183,98.90710382513662,86.88524590163935,9.836065573770492,3.278688524590164,27,56.830601092896174,3,4.5,8.7,28592.0,16.3,13.0,14.5,2.9
3068000,173,98.84393063583815,87.86127167630057,9.248554913294798,2.8901734104046244,25,24.277456647398843,3,18.3,11.1,26125.0,10.7,13.3,28.3,17.5
3068200,224,98.66071428571429,91.96428571428571,5.357142857142857,2.6785714285714284,29,38.392857142857146,3,4.5,8.9,31527.0,12.2,14.8,18.5,6.3
3068600,219,100.0,89.04109589041096,8.67579908675799,2.2831050228310503,27,33.333333333333336,3,7.9,9.9,28422.0,12.9,24.0,20.4,7.8
3069000,134,98.50746268656717,88.05970149253731,10.447761194029852,1.492537313432836,23,33.582089552238806,3,8.7,8.5,36823.0,9.3,10.0,20.6,15.3
3069601,516,94.37984496124031,81.97674418604652,14.728682170542635,3.294573643410853,41,43.02325581395349,3,13.4,16.8,27421.0,8.2,13.5,25.1,20.8
3069602,772,97.15025906735751,82.12435233160622,12.953367875647668,4.922279792746114,51,27.72020725388601,3,10.9,4.9,36297.0,9.0,13.7,22.0,10.5
3069800,247,98.78542510121457,78.94736842105263,18.62348178137652,2.42914979757085,31,32.79352226720648,3,1.4,2.7,35209.0,8.5,18.2,21.4,3.3
3070000,248,98.38709677419355,77.41935483870968,15.32258064516129,7.258064516129032,30,23.79032258064516,3,6.6,5.1,36735.0,5.1,16.2,22.6,7.6
3070600,683,93.99707174231332,81.11273792093704,15.080527086383603,3.8067349926793557,51,20.937042459736457,3,2.1,7.3,40722.0,12.4,22.6,21.1,3.1
3072000,175,99.42857142857143,85.14285714285714,12.571428571428571,2.2857142857142856,22,60.0,3,8.1,10.9,21393.0,18.1,13.7,30.3,31.4
3072200,278,86.33093525179856,84.53237410071942,13.66906474820144,1.7985611510791366,30,62.23021582733813,3,7.7,15.9,26391.0,15.1,19.6,22.6,11.2
3072400,235,97.87234042553192,83.82978723404256,10.638297872340425,5.531914893617022,22,51.06382978723404,3,4.8,10.8,28504.0,15.8,21.0,17.9,12.6
3072600,216,98.61111111111111,75.46296296296296,15.277777777777779,9.25925925925926,45,46.75925925925926,3,3.0,16.1,30016.0,8.8,17.3,19.1,9.9
3072800,253,100.0,80.23715415019763,14.229249011857707,5.533596837944664,29,51.77865612648221,3,5.0,11.5,29851.0,6.8,14.4,19.2,15.2
3073000,227,98.6784140969163,91.18942731277534,6.167400881057269,2.643171806167401,27,60.79295154185022,3,4.2,12.6,34505.0,7.9,14.5,20.3,14.2
3073200,180,89.44444444444444,73.33333333333333,21.11111111111111,5.555555555555555,33,40.55555555555556,3,4.1,10.1,26082.0,9.6,16.5,15.9,9.2
3073400,151,99.33774834437087,82.11920529801324,11.258278145695364,6.622516556291391,28,37.74834437086093,3,4.4,5.8,30131.0,7.4,15.3,21.1,7.2
3073600,169,98.81656804733728,75.7396449704142,13.609467455621301,10.650887573964496,35,49.70414201183432,3,20.5,8.8,29640.0,12.1,6.9,23.4,7.5
3073800,236,100.0,78.8135593220339,11.864406779661017,9.322033898305085,39,36.016949152542374,3,16.0,5.1,26912.0,15.9,10.5,25.0,9.8
3074000,157,100.0,83.43949044585987,14.012738853503185,2.5477707006369426,28,43.94904458598726,3,11.8,8.1,21065.0,13.4,8.9,26.4,21.3
3074200,193,100.0,86.52849740932642,8.808290155440414,4.66321243523316,31,44.55958549222798,3,11.0,7.7,25343.0,14.1,11.0,29.4,13.3
3074400,283,99.29328621908127,86.92579505300354,9.187279151943462,3.8869257950530036,41,40.98939929328622,3,11.0,5.1,32787.0,8.0,5.7,42.1,5.2
3074600,272,91.17647058823529,81.98529411764706,12.132352941176471,5.882352941176471,43,38.60294117647059,3,11.9,7.6,27181.0,5.3,10.7,32.4,6.8
3074800,263,100.0,93.15589353612167,4.562737642585551,2.2813688212927756,43,22.813688212927758,3,25.9,5.4,31914.0,5.6,12.6,32.6,10.1
3075000,212,100.0,92.9245283018868,5.188679245283019,1.8867924528301887,36,21.69811320754717,3,19.5,11.6,22728.0,5.9,9.6,29.5,7.4
3075200,221,100.0,85.06787330316742,12.217194570135746,2.7149321266968327,43,29.41176470588235,3,2.7,4.7,58512.0,6.7,21.7,21.7,3.0
3075400,290,95.86206896551724,87.58620689655173,9.655172413793103,2.7586206896551726,47,25.862068965517242,3,25.4,6.7,35261.0,3.6,14.3,27.7,3.4
3075600,344,99.12790697674419,88.95348837209302,7.848837209302325,3.197674418604651,36,47.093023255813954,3,10.0,5.6,38278.0,5.3,10.0,31.2,3.5
3075800,408,97.79411764705883,87.00980392156863,10.049019607843137,2.9411764705882355,54,38.23529411764706,3,4.2,13.3,47907.0,7.9,18.7,18.9,1.1
3076000,192,96.35416666666667,77.60416666666667,16.666666666666668,5.729166666666667,35,41.666666666666664,3,22.6,8.5,29687.0,13.0,13.8,34.1,9.3
3076200,215,99.53488372093024,73.95348837209302,20.930232558139537,5.116279069767442,31,45.116279069767444,3,28.7,0.5,24380.0,22.3,15.7,25.2,7.1
3076400,300,96.0,87.0,11.333333333333334,1.6666666666666667,41,24.0,3,18.1,6.3,24488.0,16.4,12.3,22.4,13.7
3076600,132,100.0,78.78787878787878,17.424242424242426,3.787878787878788,28,25.0,3,12.1,6.7,24093.0,13.4,9.3,27.2,12.8
3076800,317,96.84542586750788,70.03154574132492,22.082018927444796,7.886435331230284,42,36.59305993690852,3,30.5,10.8,24147.0,13.9,13.5,27.3,6.9
3077000,222,98.64864864864865,82.88288288288288,12.612612612612613,4.504504504504505,40,32.88288288288288,3,23.7,10.1,21725.0,10.3,9.3,29.8,15.5
3077200,374,97.32620320855615,78.34224598930481,17.112299465240643,4.545454545454546,41,35.294117647058826,3,16.9,4.7,31022.0,7.6,10.2,23.2,6.8
3077400,119,98.31932773109244,72.26890756302521,21.008403361344538,6.722689075630252,24,23.529411764705884,3,16.8,4.0,22339.0,13.9,5.8,26.0,9.6
3077600,158,99.36708860759494,75.31645569620254,15.822784810126583,8.860759493670885,42,38.607594936708864,3,9.5,9.4,29303.0,10.0,17.9,16.7,6.9
3078000,126,99.2063492063492,81.74603174603175,15.873015873015873,2.380952380952381,21,36.507936507936506,3,3.6,8.4,28434.0,12.3,16.0,16.5,0.8
3078200,182,87.91208791208791,89.01098901098901,7.6923076923076925,3.2967032967032965,27,30.21978021978022,3,12.9,5.6,21185.0,14.7,13.5,23.6,17.0
3078400,166,100.0,87.95180722891567,10.843373493975903,1.2048192771084338,38,34.33734939759036,3,9.2,4.6,31532.0,11.3,18.2,18.8,9.2
3078600,174,100.0,83.9080459770115,14.942528735632184,1.1494252873563218,27,24.71264367816092,3,20.4,13.2,20685.0,22.0,11.5,23.2,18.5
3078800,139,88.48920863309353,94.24460431654676,2.8776978417266186,2.8776978417266186,25,20.863309352517987,3,20.9,4.8,19782.0,9.2,11.1,30.0,15.3
3079000,249,100.0,93.1726907630522,6.024096385542169,0.8032128514056225,32,18.473895582329316,3,14.1,7.5,20422.0,13.8,15.1,27.5,22.3
3079200,175,99.42857142857143,88.0,6.857142857142857,5.142857142857143,26,23.428571428571427,3,33.1,15.6,18804.0,21.0,11.8,27.0,21.1
3079400,152,100.0,69.73684210526316,23.68421052631579,6.578947368421052,25,42.10526315789474,3,25.0,7.0,16789.0,20.3,15.0,22.8,10.9
3079601,155,100.0,89.6774193548387,5.806451612903226,4.516129032258065,30,47.74193548387097,3,14.8,9.9,28655.0,12.4,11.2,14.1,5.7
3079602,131,98.47328244274809,80.91603053435115,12.977099236641221,6.106870229007634,22,25.19083969465649,3,25.0,11.3,18891.0,17.1,10.4,24.5,11.0
3079801,206,99.51456310679612,91.74757281553399,7.766990291262136,0.4854368932038835,35,46.601941747572816,3,11.1,11.5,37763.0,10.8,13.7,16.8,11.6
3079802,98,100.0,80.61224489795919,17.346938775510203,2.0408163265306123,21,18.367346938775512,3,15.7,11.2,26555.0,15.8,9.2,15.2,6.8
3080000,294,100.0,94.5578231292517,4.761904761904762,0.6802721088435374,41,45.23809523809524,3,13.2,8.5,35043.0,12.3,14.5,22.1,9.9
3080400,165,98.18181818181819,78.78787878787878,14.545454545454545,6.666666666666667,27,57.57575757575758,3,21.1,11.2,26251.0,21.6,12.7,16.4,14.9
3080600,167,93.41317365269461,92.81437125748504,6.586826347305389,0.5988023952095808,24,50.29940119760479,3,31.7,8.9,17780.0,16.9,8.2,37.5,11.8
3081400,157,100.0,86.62420382165605,12.101910828025478,1.2738853503184713,26,47.13375796178344,3,23.5,13.1,21375.0,15.1,17.0,22.1,9.9
3081600,111,100.0,92.7927927927928,3.6036036036036037,3.6036036036036037,19,43.24324324324324,3,22.7,11.5,18882.0,13.3,12.0,26.0,19.9
3081800,136,88.97058823529412,80.1470588235294,14.705882352941176,5.147058823529412,35,44.85294117647059,3,24.6,5.6,22458.0,15.9,8.9,24.2,15.9
3082000,122,100.0,73.77049180327869,16.39344262295082,9.836065573770492,22,36.0655737704918,3,24.5,13.8,29862.0,22.2,11.6,28.0,19.9
3082200,153,89.54248366013071,92.15686274509804,6.5359477124183005,1.3071895424836601,29,33.333333333333336,3,16.5,6.1,21875.0,16.7,14.6,23.5,19.3
3082400,167,100.0,80.23952095808383,18.562874251497007,1.1976047904191616,30,42.51497005988024,3,20.8,14.4,21979.0,12.7,9.4,26.2,23.5
3082600,257,100.0,86.7704280155642,11.673151750972762,1.556420233463035,40,32.68482490272373,3,14.5,12.5,24108.0,17.6,17.0,18.8,12.3
3082800,190,97.89473684210526,85.26315789473684,10.526315789473685,4.2105263157894735,31,33.68421052631579,3,13.8,6.2,19442.0,14.0,11.4,27.0,16.4
3083000,221,90.49773755656109,83.710407239819,12.217194570135746,4.072398190045249,32,25.339366515837103,3,14.3,5.1,21028.0,9.1,10.1,23.7,19.7
3083200,123,100.0,86.17886178861788,12.195121951219512,1.6260162601626016,28,33.333333333333336,3,3.7,5.8,23941.0,11.3,19.6,19.7,16.7
3083400,88,98.86363636363636,93.18181818181819,3.409090909090909,3.409090909090909,22,35.22727272727273,3,17.3,11.7,26373.0,6.1,21.8,20.3,7.4
3083600,124,100.0,87.09677419354838,8.870967741935484,4.032258064516129,22,24.193548387096776,3,9.6,10.4,28437.0,10.2,11.3,21.7,21.1
3083800,127,99.21259842519684,95.2755905511811,3.1496062992125986,1.5748031496062993,25,44.09448818897638,3,5.6,4.2,26449.0,13.5,21.5,18.5,8.7
3084000,169,100.0,92.89940828402366,4.1420118343195265,2.9585798816568047,26,48.5207100591716,3,7.3,7.0,23261.0,14.1,15.9,20.3,6.9
3084600,150,98.0,86.0,9.333333333333334,4.666666666666667,31,33.333333333333336,3,15.4,7.2,27836.0,10.5,19.0,19.0,13.0
3084800,72,100.0,97.22222222222223,1.3888888888888888,1.3888888888888888,22,31.944444444444443,3,13.1,8.4,24412.0,12.7,21.8,17.2,2.9
3085000,157,85.98726114649682,94.26751592356688,5.095541401273885,0.6369426751592356,28,31.21019108280255,3,11.1,7.3,26129.0,4.2,13.8,20.1,9.6
3085400,134,99.25373134328358,94.02985074626865,2.985074626865672,2.985074626865672,24,43.28358208955224,3,16.1,6.0,22045.0,11.8,16.6,27.0,14.1
3085600,139,100.0,86.33093525179856,10.071942446043165,3.597122302158273,23,39.568345323741006,3,11.4,9.8,25622.0,14.9,17.6,12.4,12.4
3086000,153,98.69281045751634,95.42483660130719,3.2679738562091503,1.3071895424836601,34,32.6797385620915,3,16.5,9.5,21738.0,19.1,13.7,23.8,13.1
3086200,105,98.0952380952381,93.33333333333333,5.714285714285714,0.9523809523809523,25,20.952380952380953,3,16.9,8.8,25155.0,9.8,9.3,24.5,20.8
3086400,169,98.22485207100591,89.3491124260355,8.875739644970414,1.7751479289940828,38,31.36094674556213,3,16.6,14.5,21441.0,9.5,14.7,24.8,16.0
3086600,226,99.11504424778761,91.15044247787611,7.079646017699115,1.7699115044247788,38,49.11504424778761,3,13.1,7.3,27053.0,13.6,14.7,20.2,13.1
3086800,186,100.0,93.54838709677419,2.6881720430107525,3.763440860215054,31,31.72043010752688,3,22.0,7.9,20924.0,17.8,11.2,20.4,7.3
3087000,239,100.0,77.82426778242677,19.665271966527197,2.510460251046025,28,51.46443514644351,3,25.4,14.0,21397.0,16.0,15.5,24.8,15.9
3087600,146,97.94520547945206,92.46575342465754,5.47945205479452,2.0547945205479454,22,37.67123287671233,3,27.5,6.9,26175.0,17.7,20.0,16.9,9.5
3087800,202,100.0,94.55445544554455,4.455445544554456,0.9900990099009901,27,32.67326732673267,3,29.2,11.0,18883.0,29.1,22.2,14.8,15.3
3088000,146,99.31506849315069,98.63013698630137,0.684931506849315,0.684931506849315,23,42.465753424657535,3,16.6,5.1,22897.0,9.5,17.2,23.1,20.5
3088400,198,100.0,83.83838383838383,15.656565656565656,0.5050505050505051,21,48.98989898989899,3,24.0,11.4,19636.0,22.4,10.3,28.4,23.7
3088600,213,99.53051643192488,81.69014084507042,13.615023474178404,4.694835680751174,39,61.032863849765256,3,25.5,14.4,21174.0,14.5,12.8,19.5,12.9
3088800,261,92.72030651340997,78.9272030651341,14.17624521072797,6.896551724137931,33,36.7816091954023,3,14.4,10.5,22235.0,18.5,13.4,24.5,18.4
3089200,169,96.44970414201184,81.65680473372781,15.384615384615385,2.9585798816568047,26,39.64497041420118,3,39.3,15.1,12285.0,29.6,10.4,25.2,25.5
3089400,230,100.0,80.8695652173913,16.956521739130434,2.1739130434782608,38,56.52173913043478,3,28.6,13.2,17447.0,14.4,8.7,30.2,22.5
3089600,183,100.0,89.61748633879782,8.743169398907105,1.639344262295082,27,46.44808743169399,3,21.8,11.8,19272.0,16.6,9.8,22.1,17.4
3090000,336,99.70238095238095,91.07142857142857,8.035714285714286,0.8928571428571429,34,56.54761904761905,3,42.1,7.6,13858.0,25.3,7.1,34.4,33.2
3090200,147,99.31972789115646,94.5578231292517,4.081632653061225,1.3605442176870748,29,34.69387755102041,3,37.5,15.6,18905.0,34.1,10.4,27.3,10.6
3090600,133,94.73684210526316,76.69172932330827,22.55639097744361,0.7518796992481203,25,36.090225563909776,3,48.3,14.9,9857.0,32.8,9.5,26.9,21.2
3090800,254,94.09448818897638,85.8267716535433,12.204724409448819,1.968503937007874,34,12.992125984251969,3,64.5,25.4,16375.0,37.4,6.1,27.4,19.2
3091000,80,98.75,91.25,6.25,2.5,22,32.5,3,62.7,25.4,14135.0,37.5,21.3,28.1,20.6
3091600,272,99.63235294117646,88.23529411764706,10.661764705882353,1.1029411764705883,34,35.294117647058826,3,32.3,9.9,15918.0,26.1,8.7,24.7,23.9
3091800,262,96.56488549618321,90.45801526717557,6.870229007633588,2.6717557251908395,23,42.36641221374046,3,37.8,15.7,17025.0,26.0,13.6,24.9,20.0
3092000,239,98.74476987447699,68.61924686192468,23.430962343096233,7.949790794979079,23,58.15899581589958,3,29.5,12.0,22520.0,24.2,11.1,24.2,18.3
3092200,148,89.1891891891892,91.89189189189189,5.405405405405405,2.7027027027027026,20,18.91891891891892,3,12.5,14.8,21418.0,16.4,17.8,20.5,12.4
3092400,290,92.06896551724138,90.0,7.931034482758621,2.0689655172413794,33,31.03448275862069,3,17.9,8.5,16396.0,18.9,10.5,27.1,28.0
3092800,91,86.81318681318682,84.61538461538461,10.989010989010989,4.395604395604396,22,52.747252747252745,3,12.1,7.6,23460.0,17.8,15.2,21.4,14.9
3093000,154,90.9090909090909,96.1038961038961,3.2467532467532467,0.6493506493506493,22,61.688311688311686,3,11.8,11.5,28829.0,12.7,15.4,16.0,15.1
3093400,241,98.7551867219917,87.96680497925311,10.78838174273859,1.2448132780082988,29,54.356846473029044,3,10.8,8.0,28293.0,12.5,15.3,12.1,9.5
3093600,183,100.0,91.2568306010929,7.6502732240437155,1.092896174863388,25,56.830601092896174,3,7.6,1.3,26644.0,12.1,20.9,21.8,12.1
3093800,124,92.74193548387096,78.2258064516129,14.516129032258064,7.258064516129032,28,32.25806451612903,3,22.7,14.2,21743.0,17.0,16.8,19.7,17.9
3094401,319,94.98432601880877,82.13166144200628,14.733542319749215,3.134796238244514,36,57.68025078369906,3,13.2,14.1,27047.0,13.7,18.4,16.2,7.4
3094600,354,87.28813559322033,84.18079096045197,11.864406779661017,3.9548022598870056,43,31.92090395480226,3,14.0,10.8,33095.0,9.3,20.1,17.9,12.9
3095000,274,87.5912408759124,84.67153284671532,13.503649635036496,1.8248175182481752,27,48.175182481751825,3,7.8,9.9,28333.0,10.9,15.7,16.0,10.9
3095400,333,100.0,88.28828828828829,8.108108108108109,3.6036036036036037,26,63.36336336336336,3,12.9,6.1,25559.0,21.6,15.2,22.0,14.1
3095600,290,96.89655172413794,88.27586206896552,8.275862068965518,3.4482758620689653,25,51.03448275862069,3,10.4,5.8,24267.0,14.9,8.3,23.3,21.8
3095800,219,99.08675799086758,90.41095890410959,8.219178082191782,1.36986301369863,27,54.337899543378995,3,13.8,5.3,27199.0,22.4,14.5,18.5,16.4
3096400,125,98.4,88.8,8.8,2.4,25,46.4,3,17.9,3.2,26389.0,8.2,13.0,21.4,15.4
3096600,118,100.0,91.52542372881356,7.627118644067797,0.847457627118644,27,55.932203389830505,3,11.8,5.5,29318.0,10.8,11.0,24.9,17.3
3096800,127,98.4251968503937,90.55118110236221,7.086614173228346,2.3622047244094486,21,61.41732283464567,3,20.0,10.8,25703.0,9.7,13.3,28.0,24.6
3097000,148,100.0,90.54054054054055,8.108108108108109,1.3513513513513513,25,47.2972972972973,3,9.2,9.2,29553.0,12.0,9.0,21.4,11.9
3098400,113,100.0,77.87610619469027,16.8141592920354,5.3097345132743365,21,32.743362831858406,3,16.0,4.5,24872.0,7.8,18.0,24.9,6.0
3098600,179,100.0,80.44692737430168,18.99441340782123,0.5586592178770949,22,43.57541899441341,3,7.5,9.1,25726.0,15.4,13.6,16.6,11.3
3098800,152,97.36842105263158,83.55263157894737,14.473684210526315,1.9736842105263157,23,47.36842105263158,3,20.1,8.0,24244.0,17.7,16.0,23.9,16.9
3099400,100,100.0,70.0,25.0,5.0,19,61.0,3,12.1,5.3,30669.0,10.4,9.2,22.2,8.8
3099600,231,99.56709956709956,70.12987012987013,25.974025974025974,3.896103896103896,32,53.67965367965368,3,7.3,11.9,27801.0,15.0,9.8,20.8,8.4
3099800,286,100.0,56.29370629370629,36.01398601398601,7.6923076923076925,41,61.88811188811189,3,11.4,7.4,28267.0,11.2,10.5,20.6,9.5
3100400,128,97.65625,51.5625,37.5,10.9375,18,57.03125,3,10.3,8.2,28275.0,12.5,8.3,24.7,21.1
3100600,126,100.0,61.904761904761905,30.952380952380953,7.142857142857143,22,62.698412698412696,3,9.7,8.2,29279.0,11.3,8.2,20.9,10.8
3100800,120,99.16666666666667,66.66666666666667,22.5,10.833333333333334,32,38.333333333333336,3,22.6,9.1,24353.0,12.7,7.5,22.9,14.0
3101000,208,100.0,86.0576923076923,9.134615384615385,4.8076923076923075,40,25.48076923076923,3,15.6,13.2,26486.0,7.3,7.6,27.3,15.1
3101200,174,100.0,89.65517241379311,9.195402298850574,1.1494252873563218,29,33.333333333333336,3,10.6,10.2,22503.0,19.1,11.6,21.8,21.5
3101400,164,100.0,56.09756097560975,36.58536585365854,7.317073170731708,29,56.09756097560975,3,13.8,7.9,25351.0,17.9,17.0,17.7,10.0
3101600,132,100.0,55.303030303030305,31.818181818181817,12.878787878787879,26,56.81818181818182,3,4.4,9.6,30050.0,11.4,13.3,17.1,7.8
3102000,189,100.0,70.37037037037037,20.634920634920636,8.994708994708995,31,47.61904761904762,3,15.4,10.4,30020.0,15.1,12.0,26.3,15.1
3102400,167,100.0,68.26347305389221,19.161676646706585,12.574850299401197,31,47.30538922155689,3,3.0,12.1,28531.0,7.1,12.3,20.2,13.7
3102600,159,100.0,71.69811320754717,17.61006289308176,10.69182389937107,23,52.83018867924528,3,7.3,4.7,30223.0,7.7,12.9,20.3,8.9
3107000,588,86.9047619047619,75.68027210884354,15.306122448979592,9.013605442176871,45,9.863945578231293,3,6.8,13.3,33946.0,8.5,10.7,21.5,10.7
3107800,612,89.54248366013071,75.81699346405229,16.013071895424837,8.169934640522875,54,39.37908496732026,3,9.9,12.3,31253.0,8.7,16.3,11.3,4.2
3111000,25,100.0,60.0,32.0,8.0,9,40.0,3,46.0,23.4,15158.0,31.2,12.0,30.6,34.1
3111600,675,96.5925925925926,75.85185185185185,16.14814814814815,8.0,55,36.592592592592595,3,43.7,8.9,18010.0,20.8,10.7,35.6,28.5
3111800,274,99.27007299270073,64.5985401459854,22.99270072992701,12.408759124087592,36,23.722627737226276,3,40.4,17.8,16956.0,16.9,10.3,25.4,23.0
3112000,284,99.29577464788733,80.63380281690141,17.6056338028169,1.7605633802816902,41,38.732394366197184,3,32.2,13.5,15299.0,18.3,8.8,23.5,18.6
3112200,297,92.25589225589225,92.5925925925926,7.070707070707071,0.3367003367003367,41,43.77104377104377,3,34.2,7.8,13589.0,38.2,9.1,29.2,28.9
3112400,385,94.8051948051948,61.55844155844156,29.09090909090909,9.35064935064935,50,26.493506493506494,3,31.8,8.6,22371.0,8.7,6.2,23.7,18.3
3112600,334,95.20958083832335,90.11976047904191,8.682634730538922,1.1976047904191616,46,23.652694610778443,3,26.3,13.5,17961.0,25.4,6.2,27.4,19.8
3112800,311,96.78456591639872,89.06752411575563,9.646302250803858,1.2861736334405145,33,41.157556270096464,3,31.7,16.5,18972.0,17.7,8.2,26.1,20.8
3113000,329,96.96048632218844,75.6838905775076,19.756838905775076,4.5592705167173255,38,20.972644376899694,3,39.8,15.3,15430.0,20.9,7.3,33.5,23.6
3113200,236,100.0,86.01694915254237,11.864406779661017,2.1186440677966103,34,18.220338983050848,3,17.6,9.6,22694.0,16.1,9.1,25.9,22.8
3113400,240,98.75,94.16666666666667,5.416666666666667,0.4166666666666667,33,24.166666666666668,3,46.2,19.1,10077.0,34.1,4.5,31.5,29.1
3114201,188,96.27659574468085,89.8936170212766,7.446808510638298,2.6595744680851063,38,12.23404255319149,3,35.2,5.4,18168.0,34.4,8.0,29.4,10.3
